company_name,rating,location,size,industry,street_number,street_name,town,district,state,postal_code,formatted_address,lat,lng,Gemeindeschlüsselnummer,km²,Einwohner,Landkreis,Grundstückspreise in € pro m²,"Land- und Forstwirtschaft, Fischerei (A)",Produzierendes Gewerbe (B-F),"Handel, Verkehr, Gast- gewerbe (G-I)","Erbrin- gung von Unternehmensdienstleistungen
(J-N)",Erbringung von öffentl. u. privaten Dienstleistungen (O-U),Industry with most employees,Number of Foreigners per Gemeinde,Foreigners as % of Population,Raw population Gain or Loss,Per 1000 Inhabitants,Municipality,Property tax B in 1000 euros
BMW Group,4.2,Saarland,10000+ Employees,Transportation Equipment Manufacturing,7-Jun,Am Halberg,Saarbrücken,Regionalverband Saarbrücken,Saarland,66121,"Am Halberg 6-7, 66121 Saarbrücken, Germany",49.224737,7.042958,41100,167.52,179634,RV Saarbrücken,275,107,21 412,20 730,31 533,38 149,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),18 551,"19,2",-277,"- 1,5",Regionalverband Saarbrücken,1 666
the LEGO Group,4.4,Saarland,10000+ Employees,Consumer Product Manufacturing,77,Bahnhofstraße,Saarbrücken,Regionalverband Saarbrücken,Saarland,66111,"Bahnhofstraße 77, 66111 Saarbrücken, Germany",49.236662,6.992276,41100,167.52,179634,RV Saarbrücken,275,107,21 412,20 730,31 533,38 149,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),18 551,"19,2",-277,"- 1,5",Regionalverband Saarbrücken,1 666
Kärcher,3.4,Saarland,10000+ Employees,Machinery Manufacturing,269,Provinzialstraße,Ensdorf,Landkreis Saarlouis,Saarland,66806,"Provinzialstraße 269, 66806 Ensdorf, Germany",49.2948875,6.7790508,44123,8.39,6502,Saarlouis,145,.,200,901,.,390,"Handel, Verkehr, Gast- gewerbe (G-I)",168,"14,0",62,"+ 9,6",Ensdorf,1 158
MÖBEL MARTIN,3.1,Saarland,1001 to 5000 Employees,Home Furniture & Housewares Stores,300,Provinzialstraße,Ensdorf,Landkreis Saarlouis,Saarland,66806,"Provinzialstraße 300, 66806 Ensdorf, Germany",49.2935144,6.7775407,44123,8.39,6502,Saarlouis,145,.,200,901,.,390,"Handel, Verkehr, Gast- gewerbe (G-I)",168,"14,0",62,"+ 9,6",Ensdorf,1 158
TEDi,2.2,Saarland,10000+ Employees,"Department, Clothing & Shoe Stores",122,Stöckerweg,Ensdorf,Landkreis Saarlouis,Saarland,66806,"Stöckerweg 122, 66806 Ensdorf, Germany",49.2994678,6.7751148,44123,8.39,6502,Saarlouis,145,.,200,901,.,390,"Handel, Verkehr, Gast- gewerbe (G-I)",168,"14,0",62,"+ 9,6",Ensdorf,1 158
Postbank,3,Saarland,10000+ Employees,Banking & Lending,48,Poststraße,Sankt Ingbert,Saarpfalz-Kreis,Saarland,66386,"Poststraße 48, 66386 St. Ingbert, Germany",49.2777502,7.1117107,45117,49.95,34971,Saarpfalz,150-200,20,7 595,3 736,3 476,3 505,Produzierendes Gewerbe (B-F),1 992,"9,6",68,"+ 1,9",St. Ingbert (Mittelstadt),1 858
CLEVR,4.5,Saarland,201 to 500 Employees,Information Technology Support Services,43,Poststraße,Sankt Ingbert,Saarpfalz-Kreis,Saarland,66386,"Poststraße 43, 66386 St. Ingbert, Germany",49.2774262,7.1120831,45117,49.95,34971,Saarpfalz,150-200,20,7 595,3 736,3 476,3 505,Produzierendes Gewerbe (B-F),1 992,"9,6",68,"+ 1,9",St. Ingbert (Mittelstadt),1 858
Festo,4.1,Saarland,10000+ Employees,Machinery Manufacturing,29,Gottlieb-Stoll-Straße,Sankt Ingbert,Saarpfalz-Kreis,Saarland,66386,"Gottlieb-Stoll-Straße 29, 66386 St. Ingbert, Germany",49.2766001,7.1729513,45117,49.95,34971,Saarpfalz,150-200,20,7 595,3 736,3 476,3 505,Produzierendes Gewerbe (B-F),1 992,"9,6",68,"+ 1,9",St. Ingbert (Mittelstadt),1 858
abat Group,4.3,Saarland,501 to 1000 Employees,Information Technology Support Services,170-174,Kaiserstraße,Sankt Ingbert,Saarpfalz-Kreis,Saarland,66386,"Kaiserstraße 170-174, 66386 St. Ingbert, Germany",49.280124,7.122348,45117,49.95,34971,Saarpfalz,150-200,20,7 595,3 736,3 476,3 505,Produzierendes Gewerbe (B-F),1 992,"9,6",68,"+ 1,9",St. Ingbert (Mittelstadt),1 858
I. K. Hofmann,3.9,Saarland,501 to 1000 Employees,HR Consulting,2E,Obere Rischbachstraße,Sankt Ingbert,Saarpfalz-Kreis,Saarland,66386,"Ob. Rischbachstraße 2E, 66386 St. Ingbert, Germany",49.2842025,7.1001162,45117,49.95,34971,Saarpfalz,150-200,20,7 595,3 736,3 476,3 505,Produzierendes Gewerbe (B-F),1 992,"9,6",68,"+ 1,9",St. Ingbert (Mittelstadt),1 858
IBM,4,Saarland,10000+ Employees,Information Technology Support Services,48,Ensheimer Straße,Sankt Ingbert,Saarpfalz-Kreis,Saarland,66386,"Ensheimer Str. 48, 66386 St. Ingbert, Germany",49.2706846,7.1084719,45117,49.95,34971,Saarpfalz,150-200,20,7 595,3 736,3 476,3 505,Produzierendes Gewerbe (B-F),1 992,"9,6",68,"+ 1,9",St. Ingbert (Mittelstadt),1 858
Takko Fashion,3.3,Saarland,10000+ Employees,"Department, Clothing & Shoe Stores",7,Grubenweg,Sankt Ingbert,Saarpfalz-Kreis,Saarland,66386,"Grubenweg 7, 66386 St. Ingbert, Germany",49.2822417,7.1036954,45117,49.95,34971,Saarpfalz,150-200,20,7 595,3 736,3 476,3 505,Produzierendes Gewerbe (B-F),1 992,"9,6",68,"+ 1,9",St. Ingbert (Mittelstadt),1 858
Braintower Technologies,4.5,Saarland,1 to 50 Employees,Information Technology Support Services,9A,Annastraße,Sankt Ingbert,Saarpfalz-Kreis,Saarland,66386,"Annastraße 9A, 66386 St. Ingbert, Germany",49.2717499,7.1141041,45117,49.95,34971,Saarpfalz,150-200,20,7 595,3 736,3 476,3 505,Produzierendes Gewerbe (B-F),1 992,"9,6",68,"+ 1,9",St. Ingbert (Mittelstadt),1 858
Görtz,3.4,Saarland,1001 to 5000 Employees,"Department, Clothing & Shoe Stores",1,In den Schankgärten,Sankt Ingbert,Saarpfalz-Kreis,Saarland,66386,"In den Schankgärten 1, 66386 St. Ingbert, Germany",49.2771624,7.0995744,45117,49.95,34971,Saarpfalz,150-200,20,7 595,3 736,3 476,3 505,Produzierendes Gewerbe (B-F),1 992,"9,6",68,"+ 1,9",St. Ingbert (Mittelstadt),1 858
Bosch,4.4,Saarland,10000+ Employees,Consumer Product Manufacturing,47,Saarbrücker Straße,Lebach,Landkreis Saarlouis,Saarland,66822,"Saarbrücker Str. 47, 66822 Lebach, Germany",49.403309,6.9160064,44112,64.21,18694,Saarlouis,75-100,11,1 031,962,751,1 766,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),381,"11,6",-180,"- 9,6",Lebach,1 847
Nedschroef,4,Saarland,1001 to 5000 Employees,Machinery Manufacturing,1A,Hans-Schardt-Straße,Lebach,Landkreis Saarlouis,Saarland,66822,"Hans-Schardt-Straße 1A, 66822 Lebach, Germany",49.4113188,6.8908935,44112,64.21,18694,Saarlouis,75-100,11,1 031,962,751,1 766,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),381,"11,6",-180,"- 9,6",Lebach,1 847
Globus Baumarkt,3.1,Saarland,5001 to 10000 Employees,Home Furniture & Housewares Stores,8,Leipziger Straße,Sankt Wendel,Landkreis St. Wendel,Saarland,66606,"Leipziger Str. 8, 66606 St. Wendel, Germany",49.4631127,7.1520192,46117,113.53,25337,St. Wendel,40,51,3 651,2 670,2 750,5 317,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),854,"7,3",-147,"- 5,8",St. Wendel (Kreisstadt),1 873
Fresenius Medical Care - North America,3.4,Saarland,10000+ Employees,Health Care Services & Hospitals,8-Jun,Frankfurter Straße,Sankt Wendel,Landkreis St. Wendel,Saarland,66606,"Frankfurter Str. 6-8, 66606 St. Wendel, Germany",49.4647746,7.1464244,46117,113.53,25337,St. Wendel,40,51,3 651,2 670,2 750,5 317,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),854,"7,3",-147,"- 5,8",St. Wendel (Kreisstadt),1 873
Proserv,4.2,Saarland,1001 to 5000 Employees,Energy & Utilities,1,Edouard-Michelin-Platz,Homburg,Saarpfalz-Kreis,Saarland,66424,"Edouard-Michelin-Platz 1, 66424 Homburg, Germany",49.3423625,7.3478498,45114,82.61,41612,Saarpfalz,185,13,11 972,4 466,4 310,10 392,Produzierendes Gewerbe (B-F),3 277,"16,0",160,"+ 3,8",Homburg (Kreisstadt),9 794
Sparkasse,3.7,Saarland,10000+ Employees,Banking & Lending,30,Talstraße,Homburg,Saarpfalz-Kreis,Saarland,66424,"Talstraße 30, 66424 Homburg, Germany",49.3229427,7.3394949,45114,82.61,41612,Saarpfalz,185,13,11 972,4 466,4 310,10 392,Produzierendes Gewerbe (B-F),3 277,"16,0",160,"+ 3,8",Homburg (Kreisstadt),9 794
Private,4.1,Saarland,1 to 50 Employees,Health Care Services & Hospitals,34,Eisenbahnstraße,Homburg,Saarpfalz-Kreis,Saarland,66424,"Eisenbahnstraße 34, 66424 Homburg, Germany",49.3247491,7.339596,45114,82.61,41612,Saarpfalz,185,13,11 972,4 466,4 310,10 392,Produzierendes Gewerbe (B-F),3 277,"16,0",160,"+ 3,8",Homburg (Kreisstadt),9 794
Schaeffler,3.8,Saarland,10000+ Employees,Machinery Manufacturing,134,Berliner Straße,Homburg,Saarpfalz-Kreis,Saarland,66424,"Berliner Str. 134, 66424 Homburg, Germany",49.3415884,7.3481085,45114,82.61,41612,Saarpfalz,185,13,11 972,4 466,4 310,10 392,Produzierendes Gewerbe (B-F),3 277,"16,0",160,"+ 3,8",Homburg (Kreisstadt),9 794
Universitätsklinikum des Saarlandes,3.5,Saarland,1001 to 5000 Employees,Health Care Services & Hospitals,100,Kirrberger Straße,Homburg,Saarpfalz-Kreis,Saarland,66421,"Kirrberger Str. 100, 66421 Homburg, Germany",49.3064633,7.3450778,45114,82.61,41612,Saarpfalz,185,13,11 972,4 466,4 310,10 392,Produzierendes Gewerbe (B-F),3 277,"16,0",160,"+ 3,8",Homburg (Kreisstadt),9 794
Rieke Packaging Systems,2.9,Saarland,201 to 500 Employees,Machinery Manufacturing,13,In der Au,Neunkirchen,Siegen-Wittgenstein,Nordrhein-Westfalen,57290,"In d. Au 13, 57290 Neunkirchen, Germany",50.7839463,8.0159856,43114,75.26,46098,Neunkirchen,90,115,2 137,3 507,1 246,4 594,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),1 106,"11,6",52,"+ 1,8",Neunkirchen (Kreisstadt),1 415
T.K. Maxx,3.8,Saarland,10000+ Employees,"Department, Clothing & Shoe Stores",1,Stummstraße,Neunkirchen,Neunkirchen,Saarland,66538,"Saarpark-Center, Stummstraße 1, 66538 Neunkirchen, Germany",49.346155,7.1727502,43114,75.26,46098,Neunkirchen,90,115,2 137,3 507,1 246,4 594,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),1 106,"11,6",52,"+ 1,8",Neunkirchen (Kreisstadt),1 415
H&M,3.5,Saarland,10000+ Employees,"Department, Clothing & Shoe Stores",1,Stummplatz,Neunkirchen,Neunkirchen,Saarland,66538,"Stummplatz 1, 66538 Neunkirchen, Germany",49.348387,7.1729568,43114,75.26,46098,Neunkirchen,90,115,2 137,3 507,1 246,4 594,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),1 106,"11,6",52,"+ 1,8",Neunkirchen (Kreisstadt),1 415
Eberspächer,3.4,Saarland,10000+ Employees,Consumer Product Manufacturing,95,Homburger Straße,Neunkirchen,Neunkirchen,Saarland,66539,"Homburger Str. 95, 66539 Neunkirchen, Germany",49.3511229,7.2397904,43114,75.26,46098,Neunkirchen,90,115,2 137,3 507,1 246,4 594,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),1 106,"11,6",52,"+ 1,8",Neunkirchen (Kreisstadt),1 415
HYDAC,3.4,Saarland,5001 to 10000 Employees,Machinery Manufacturing,1,Am Wrangelflöz,Neunkirchen,Neunkirchen,Saarland,66538,"Am Wrangelflöz 1, 66538 Neunkirchen, Germany",49.3385343,7.1638194,43114,75.26,46098,Neunkirchen,90,115,2 137,3 507,1 246,4 594,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),1 106,"11,6",52,"+ 1,8",Neunkirchen (Kreisstadt),1 415
Fori Automation,3.8,Saarland,501 to 1000 Employees,Transportation Equipment Manufacturing,3,Viezstraße,Merzig,Merzig-Wadern,Saarland,66663,"Viezstraße 3, 66663 Merzig, Germany",49.4660003,6.6267731,42113,108.98,29609,Merzig-Wadern,95,115,2 137,3 507,1 246,4 594,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),1 106,"11,6",52,"+ 1,8",Merzig (Kreisstadt),1 036
Mediq,3.6,Saarland,1001 to 5000 Employees,Health Care Services & Hospitals,10,In der Bruchwies,Merzig,Merzig-Wadern,Saarland,66663,"In d. Bruchwies 10, 66663 Merzig, Germany",49.4643804,6.6145639,42113,108.98,29609,Merzig-Wadern,95,115,2 137,3 507,1 246,4 594,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),1 106,"11,6",52,"+ 1,8",Merzig (Kreisstadt),1 036
OTIS,3.8,Saarland,10000+ Employees,Transportation Equipment Manufacturing,51,Trierer Straße,Merzig,Merzig-Wadern,Saarland,66663,"Trierer Str. 51, 66663 Merzig, Germany",49.44486,6.6362,42113,108.98,29609,Merzig-Wadern,95,115,2 137,3 507,1 246,4 594,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),1 106,"11,6",52,"+ 1,8",Merzig (Kreisstadt),1 036
Amer Sports,3.6,Saarland,5001 to 10000 Employees,Consumer Product Manufacturing,2,Im Häsfeld,Überherrn,Landkreis Saarlouis,Saarland,66802,"Im Häsfeld 2, 66802 Überherrn, Germany",49.2692947,6.7307386,44119,34.31,11393,Saarlouis,100-150,27,1 380,1 691,236,471,"Handel, Verkehr, Gast- gewerbe (G-I)",761,"7,0",35,"+ 3,1",Überherrn,
GAN,3.1,Saarland,501 to 1000 Employees,Enterprise Software & Network Solutions,46,Unter den Buchen,Beckingen,Merzig-Wadern,Saarland,66701,"Unter den Buchen 46, 66701 Beckingen, Germany",49.4489691,6.7606883,42111,51.85,14923,Merzig-Wadern,75-100,19,541,422,244,613,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),194,"6,7",140,"+ 9,4",Beckingen,1 664
OBI,3.9,Saarland,10000+ Employees,Home Furniture & Housewares Stores,65,Piesbacher Straße,Beckingen,Merzig-Wadern,Saarland,66701,"Piesbacher Str. 65, 66701 Beckingen, Germany",49.4123018,6.782942,42111,51.85,14923,Merzig-Wadern,75-100,19,541,422,244,613,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),194,"6,7",140,"+ 9,4",Beckingen,1 664
SAP,4.4,Saarland,10000+ Employees,Enterprise Software & Network Solutions,6,In der Waldwies,Eppelborn,Neunkirchen,Saarland,66571,"In d. Waldwies 6, 66571 Eppelborn, Germany",49.4089775,6.9793833,43111,47.25,16465,Neunkirchen,75-100,10,894,492,436,772,Produzierendes Gewerbe (B-F),149,"5,0",69,"+ 4,2",Eppelborn,1 712
Mercedes-Benz Mobility,4.1,Saarland,5001 to 10000 Employees,Banking & Lending,32,Sulzbachtalstraße,Sulzbach/Saar,Regionalverband Saarbrücken,Saarland,66280,"Sulzbachtalstraße 32, 66280 Sulzbach/Saar, Germany",49.2965139,7.055889,41518,16.07,16256,RV Saarbrücken,75-100,-,3 674,1 065,1 481,1 761,Produzierendes Gewerbe (B-F),713,"14,7",139,"+ 8,5",Sulzbach/Saar,792
Kraftblock,4.5,Saarland,1 to 50 Employees,Energy & Utilities,2,Industriestraße,Sulzbach/Saar,Regionalverband Saarbrücken,Saarland,66280,"Industriestraße 2, 66280 Sulzbach/Saar, Germany",49.2894588,7.074358,41518,16.07,16256,RV Saarbrücken,75-100,-,3 674,1 065,1 481,1 761,Produzierendes Gewerbe (B-F),713,"14,7",139,"+ 8,5",Sulzbach/Saar,792
Kik,2.9,Saarland,10000+ Employees,"Department, Clothing & Shoe Stores",65,Sulzbachtalstraße,Sulzbach/Saar,Regionalverband Saarbrücken,Saarland,66280,"Sulzbachtalstraße 65, 66280 Sulzbach/Saar, Germany",49.2987433,7.0595672,41518,16.07,16256,RV Saarbrücken,75-100,-,3 674,1 065,1 481,1 761,Produzierendes Gewerbe (B-F),713,"14,7",139,"+ 8,5",Sulzbach/Saar,792
Arvato,3.2,Saarland,10000+ Employees,Information Technology Support Services,60,Lebacher Straße,Heusweiler,Regionalverband Saarbrücken,Saarland,66265,"Lebacher Str. 60, 66265 Heusweiler, Germany",49.3630632,6.9332713,41513,40.01,17998,RV Saarbrücken,100-150,19,648,944,597,821,"Handel, Verkehr, Gast- gewerbe (G-I)",218,"6,6",67,"+ 3,7",Heusweiler,2 064
Majorel,3.7,Saarland,10000+ Employees,HR Consulting,60,Lebacher Straße,Heusweiler,Regionalverband Saarbrücken,Saarland,66265,"Lebacher Str. 60, 66265 Heusweiler, Germany",49.3638648,6.9339108,41513,40.01,17998,RV Saarbrücken,100-150,19,648,944,597,821,"Handel, Verkehr, Gast- gewerbe (G-I)",218,"6,6",67,"+ 3,7",Heusweiler,2 064
Signal Iduna,4.1,Saarland,1001 to 5000 Employees,Banking & Lending,126,Sommerbergstraße,Püttlingen,Regionalverband Saarbrücken,Saarland,66346,"Sommerbergstraße 126, 66346 Püttlingen, Germany",49.2894943,6.9107052,41515,23.95,18269,RV Saarbrücken,100-150,18,916,724,388,1 805,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),325,"6,7",116,"+ 6,3",Püttlingen,1 914
Dürr,4,Saarland,10000+ Employees,Machinery Manufacturing,122-128,Köllner Straße,Püttlingen,Regionalverband Saarbrücken,Saarland,66346,"Köllner Str. 122-128, 66346 Püttlingen, Germany",49.29707,6.8803,41515,23.95,18269,RV Saarbrücken,100-150,18,916,724,388,1 805,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),325,"6,7",116,"+ 6,3",Püttlingen,1 914
NOWEDA eG,3.7,Saarland,1001 to 5000 Employees,Health Care Services & Hospitals,1,Robert-Koch-Straße,Friedrichsthal,Regionalverband Saarbrücken,Saarland,66299,"Robert-Koch-Straße 1, 66299 Friedrichsthal, Germany",49.33208,7.08257,41511,8.99,9955,RV Saarbrücken,75-100,3,567,854,264,542,"Handel, Verkehr, Gast- gewerbe (G-I)",200,"6,6",81,"+ 8,1",Friedrichsthal,1 140
Praktiker,3.9,Saarland,10000+ Employees,Home Furniture & Housewares Stores,2,Am Tannenwald,Kirkel,Saarpfalz-Kreis,Saarland,66459,"Am Tannenwald 2, 66459 Kirkel, Germany",49.2874014,7.2167362,45115,31.34,9992,Saarpfalz,150-200,21,1 142,820,1 032,531,Produzierendes Gewerbe (B-F),573,"6,1",13,"+ 1,3",Kirkel,1 398
E.ON,3.8,Saarland,10000+ Employees,Energy & Utilities,35,Brunnenstraße,Nonnweiler,Landkreis St. Wendel,Saarland,66620,"Brunnenstraße 35, 66620 Nonnweiler, Germany",49.6007253,6.9955369,46115,66.4,8458,St. Wendel,<50,38,2 634,523,247,608,Produzierendes Gewerbe (B-F),288,"4,8",105,"+ 12,4",Nonnweiler,1 811
Freelancer,4.2,Saarland,501 to 1000 Employees,HR Consulting,40,Salbacher Straße,Riegelsberg,Regionalverband Saarbrücken,Saarland,66292,"Salbacher Str. 40, 66292 Riegelsberg, Germany",49.3275254,6.9156519,41517,14.65,14268,RV Saarbrücken,100-150,.,291,472,.,774,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),198,"7,6",102,"+ 7,1",Riegelsberg,1 914
Kuhn,3.9,Saarland,1001 to 5000 Employees,Consumer Product Manufacturing,88,Talstraße,Blieskastel,Saarpfalz-Kreis,Saarland,66440,"Talstraße 88, 66440 Blieskastel, Germany",49.2388514,7.2372039,45112,108.21,20153,Saarpfalz,100-150,43,2 178,1 741,281,1 613,Produzierendes Gewerbe (B-F),631,"5,6",-9,"- 0,4",Blieskastel,2 918
Atos,3.7,Saarland,10000+ Employees,Information Technology Support Services,5,Industriestraße,Blieskastel,Saarpfalz-Kreis,Saarland,66440,"Industriestraße 5/7, 66440 Blieskastel, Germany",49.246214,7.2182841,45112,108.21,20153,Saarpfalz,100-150,43,2 178,1 741,281,1 613,Produzierendes Gewerbe (B-F),631,"5,6",-9,"- 0,4",Blieskastel,2 918
Saarschmiede Freiformschmiede,4,Saarland,1001 to 5000 Employees,Energy & Utilities,57-59,Bismarckstraße,Völklingen,Regionalverband Saarbrücken,Saarland,66333,"Bismarckstraße 57-59, 66333 Völklingen, Germany",49.2529984,6.8469117,41519,67.1,39428,RV Saarbrücken,100-150,35,5 442,3 455,2 075,3 649,Produzierendes Gewerbe (B-F),1 791,"19,2",54,"+ 1,4",Völklingen (Mittelstadt),1 925
Villeroy & Boch,3.9,Saarland,5001 to 10000 Employees,Consumer Product Manufacturing,20,Saarstraße,Wadgassen,Landkreis Saarlouis,Saarland,66787,"Saarstraße 20, 66787 Wadgassen, Germany",49.2705287,6.7936564,44120,25.91,16900,Saarlouis,100-150,.,441,521,.,920,Erbringung von öffentl. u. privaten Dienstleistungen (O-U),257,"8,5",19,"+ 1,1",Wadgassen,
Unimed,4.3,Saarland,1001 to 5000 Employees,Health Care Services & Hospitals,17,Auf der Heide,Wadern,Merzig-Wadern,Saarland,66687,"Tennishalle, Auf d. Heide 17, 66687 Wadern, Germany",49.5353342,6.8711962,42116,111.14,15697,Merzig-Wadern,50-75,18,1 945,1 258,2 018,983,"Erbrin- gung von Unternehmensdienstleistungen
(J-N)",461,"6,7",86,"+ 5,5",Wadern,
Lands' End,3.4,Saarland,5001 to 10000 Employees,"Department, Clothing & Shoe Stores",7,Marktplatz,Mettlach,Merzig-Wadern,Saarland,66693,"Marktpl. 7, 66693 Mettlach, Germany",49.492931,6.5916542,42114,77.82,12044,Merzig-Wadern,75-100,6,2 231,824,152,824,Produzierendes Gewerbe (B-F),501,"16,2",117,"+ 9,7",Mettlach,536
